app,mode,destination,source,price,distance
Lyft,Shared,South Station,Theatre District,3.5,0.6
Uber,UberX,Boston University,Back Bay,8.5,1.44
Uber,Black SUV,North Station,Northeastern University,35.0,3.22
Uber,Black SUV,Boston University,Beacon Hill,30.5,2.27
Lyft,Lux,West End,North End,16.5,1.25
Uber,Black,Beacon Hill,Fenway,18.5,2.46
Lyft,Lyft,Financial District,North End,7.0,1.13
Uber,UberXL,West End,Haymarket Square,10.5,0.62
Uber,UberPool,North End,Beacon Hill,9.0,1.35
Lyft,Lux Black XL,South Station,Theatre District,26.0,0.57
Uber,UberXL,Haymarket Square,Back Bay,35.0,2.2
Lyft,Lux,Beacon Hill,Fenway,16.5,2.43
Lyft,Lux Black XL,North Station,Northeastern University,34.0,3.24
Lyft,Lux Black,West End,Northeastern University,22.5,2.78
Lyft,Lyft,Northeastern University,Back Bay,7.0,1.07
Uber,UberPool,Northeastern University,North Station,9.0,3.37
Lyft,Lux,Northeastern University,West End,22.5,3.11
Lyft,Lyft XL,Financial District,Haymarket Square,9.0,0.99
Uber,UberPool,Financial District,Haymarket Square,8.0,0.99
Lyft,Lux Black XL,North End,Financial District,27.5,1.23
Lyft,Lyft,Beacon Hill,North End,7.0,1.59
Uber,UberX,West End,Haymarket Square,14.0,0.61
Lyft,Lux,Haymarket Square,West End,10.5,0.9
Uber,UberXL,North Station,North End,11.0,1.03
Lyft,Lyft,Financial District,North End,7.0,1.14
Uber,UberXL,North End,North Station,12.0,1.19
Lyft,Lux Black XL,Haymarket Square,Financial District,26.0,1.02
Lyft,Shared,Financial District,Northeastern University,9.0,3.91
Lyft,Lyft XL,North End,Financial District,10.5,1.26
Lyft,Lux Black XL,Theatre District,Northeastern University,32.5,2.07
Uber,UberX,Back Bay,Boston University,7.5,1.56
Uber,UberXL,North End,Financial District,11.0,0.92
Lyft,Lux Black,North End,Theatre District,38.5,1.69
Lyft,Shared,Back Bay,Fenway,5.0,1.42
Lyft,Lux Black,Financial District,Boston University,38.0,4.75
Uber,UberX,Northeastern University,Financial District,11.5,2.44
Lyft,Lyft XL,Fenway,Financial District,22.5,4.44
Lyft,Lyft XL,South Station,Theatre District,9.0,0.55
Lyft,Shared,Back Bay,Haymarket Square,7.0,1.97
Uber,UberX,West End,Boston University,9.5,3.04
Uber,UberXL,Fenway,Beacon Hill,15.5,2.32
Uber,UberPool,North Station,Boston University,9.5,3.39
Uber,UberPool,Beacon Hill,Haymarket Square,8.0,1.36
Uber,Black,South Station,Beacon Hill,21.5,1.79
Lyft,Lyft XL,Beacon Hill,Haymarket Square,13.5,1.16
Lyft,Lux Black XL,Beacon Hill,Fenway,30.0,2.42
Uber,UberX,Beacon Hill,North End,8.5,1.46
Uber,Black,Back Bay,South Station,24.0,3.44
Lyft,Shared,Financial District,Haymarket Square,5.0,0.91
Uber,Black SUV,Haymarket Square,Back Bay,30.5,2.32
Lyft,Lux Black XL,Beacon Hill,Northeastern University,30.0,2.44
Uber,UberPool,Financial District,Fenway,11.0,4.4
Uber,UberXL,Financial District,North End,11.5,1.04
Lyft,Lyft XL,Theatre District,South Station,11.0,1.17
Uber,Black SUV,Theatre District,Boston University,41.0,3.79
Lyft,Lux Black,West End,North End,16.5,1.24
Uber,WAV,Northeastern University,West End,13.0,3.08
Lyft,Lux,North End,Theatre District,16.5,1.74
Uber,UberPool,North Station,Northeastern University,7.5,3.22
Lyft,Lux Black XL,North Station,South Station,30.0,1.94
Uber,UberPool,South Station,Financial District,5.5,0.39
Lyft,Lux Black XL,Boston University,Back Bay,52.5,1.45
Uber,Black,Back Bay,Haymarket Square,18.0,1.79
Lyft,Lux Black,Boston University,Beacon Hill,22.5,2.33
Lyft,Lux,North End,Back Bay,19.5,2.47
Lyft,Lyft,Theatre District,Haymarket Square,7.0,1.25
Lyft,Lux Black,South Station,West End,26.0,2.03
Uber,UberX,North End,North Station,7.0,0.9
Lyft,Lux,West End,Fenway,19.5,2.81
Lyft,Lux,Financial District,Boston University,26.0,4.79
Lyft,Lux Black XL,North Station,South Station,27.5,2.31
Uber,WAV,Back Bay,North End,12.5,2.58
Lyft,Lux Black XL,North End,Theatre District,26.0,1.72
Lyft,Lux Black,Northeastern University,Theatre District,22.5,2.13
Lyft,Lyft XL,North End,Theatre District,22.5,1.72
Lyft,Lux,Boston University,Financial District,26.0,5.36
Uber,Black SUV,Fenway,West End,34.0,2.84
Lyft,Lux,West End,North End,13.5,1.19
Uber,Black,West End,South Station,22.5,2.74
Lyft,Lyft XL,Haymarket Square,Theatre District,11.0,1.46
Uber,WAV,Northeastern University,North Station,10.5,3.3
Lyft,Lux Black XL,Boston University,North Station,34.0,3.14
Uber,Black SUV,North End,Back Bay,31.5,2.33
Uber,UberXL,Beacon Hill,North End,14.0,1.46
Uber,Black SUV,Back Bay,Haymarket Square,29.5,2.04
Uber,Black SUV,Northeastern University,Beacon Hill,29.0,1.97
Lyft,Lyft,Fenway,Financial District,13.5,4.58
Uber,Black SUV,South Station,Financial District,26.0,0.39
Lyft,Lyft XL,South Station,Financial District,9.0,0.48
Uber,Black,North End,Theatre District,16.0,1.57
Uber,Black SUV,North Station,North End,27.0,0.92
Lyft,Lyft XL,Boston University,Financial District,34.0,5.38
Lyft,Lux,Haymarket Square,Beacon Hill,13.5,1.38
Uber,Black SUV,West End,South Station,26.0,1.88
Lyft,Lyft,Theatre District,Boston University,11.0,2.97
Lyft,Shared,West End,Boston University,7.0,3.1
Uber,Black SUV,Fenway,Beacon Hill,29.0,2.32
Uber,UberXL,North Station,Boston University,27.0,3.85
Uber,Black SUV,Financial District,Haymarket Square,27.5,1.0
Uber,UberPool,North Station,Northeastern University,8.0,3.22
Lyft,Lyft,Boston University,Theatre District,13.5,4.61
Lyft,Shared,Haymarket Square,North Station,5.0,0.62
Uber,Black SUV,Haymarket Square,Financial District,27.5,1.25
Uber,UberXL,Financial District,South Station,9.5,0.54
Uber,UberXL,Theatre District,Northeastern University,16.0,1.91
Lyft,Lux Black XL,South Station,Back Bay,30.0,1.39
Lyft,Lyft,Northeastern University,Back Bay,7.0,1.03
Lyft,Lyft,Northeastern University,Financial District,16.5,4.33
Uber,Black SUV,Back Bay,Northeastern University,27.0,0.97
Lyft,Lux,Fenway,Back Bay,13.5,1.4
Lyft,Lux,Fenway,West End,19.5,2.94
Uber,Black,North End,Financial District,15.5,1.21
Uber,Black,Boston University,Theatre District,23.0,2.62
Lyft,Shared,North End,Financial District,3.0,1.25
Uber,UberXL,Boston University,Back Bay,11.5,1.41
Lyft,Lux,Haymarket Square,Financial District,13.5,1.26
Uber,Black,Beacon Hill,North End,24.0,2.67
Lyft,Lyft XL,Fenway,Theatre District,22.5,4.36
Lyft,Lux Black,Financial District,Northeastern University,34.0,4.06
Uber,Black SUV,Northeastern University,Financial District,46.0,7.46
Lyft,Lux,Theatre District,South Station,13.5,1.13
Lyft,Lux Black,Financial District,Northeastern University,32.5,4.24
Uber,UberPool,South Station,Financial District,6.5,0.39
Lyft,Lux,West End,North End,13.5,1.25
Lyft,Lux Black,Fenway,Financial District,30.0,4.55
Lyft,Lux Black XL,South Station,Back Bay,45.5,4.37
Lyft,Lux Black,West End,Northeastern University,22.5,2.82
Uber,UberPool,Theatre District,North End,8.0,1.41
Uber,WAV,North Station,Boston University,11.5,3.39
Lyft,Lux Black,Theatre District,North End,22.5,1.78
Lyft,Lux Black XL,North End,Beacon Hill,30.0,2.08
Lyft,Lux Black XL,Beacon Hill,Haymarket Square,27.5,1.3
Lyft,Lux,North Station,Boston University,22.5,3.49
Lyft,Lux Black,West End,Northeastern University,22.5,2.91
Uber,UberPool,West End,Fenway,9.5,2.72
Lyft,Lux Black,Haymarket Square,Theatre District,22.5,1.75
Uber,WAV,Boston University,Financial District,13.0,4.44
Lyft,Lyft,Haymarket Square,Financial District,7.0,1.0
Lyft,Lux Black,Haymarket Square,Financial District,16.5,1.28
Uber,Black SUV,South Station,Theatre District,27.5,0.55
Uber,Black SUV,North End,Financial District,26.0,1.21
Lyft,Shared,North Station,Northeastern University,7.0,3.26
Lyft,Lyft XL,North Station,Fenway,19.5,3.21
Uber,UberX,Haymarket Square,North Station,7.5,0.56
Uber,UberX,North End,North Station,7.0,1.08
Uber,UberXL,West End,Boston University,18.5,3.04
Uber,UberXL,Back Bay,Boston University,13.0,1.56
Uber,UberXL,Beacon Hill,Boston University,15.0,2.79
Lyft,Lux Black,Back Bay,Fenway,16.5,1.44
Uber,WAV,West End,Fenway,10.5,2.73
Lyft,Lux,Boston University,Back Bay,13.5,1.5
Lyft,Lux,Beacon Hill,Haymarket Square,10.5,1.02
Uber,UberPool,Northeastern University,Back Bay,6.5,1.1
Uber,Black SUV,Boston University,West End,33.5,2.8
Lyft,Lyft XL,Back Bay,Northeastern University,11.0,1.44
Lyft,Lux Black,Boston University,North Station,22.5,3.15
Uber,UberPool,Financial District,Fenway,13.0,4.33
Lyft,Lux Black,Northeastern University,Financial District,27.5,3.43
Lyft,Lyft,Northeastern University,Beacon Hill,9.0,2.47
Uber,Black SUV,Beacon Hill,Fenway,28.5,2.48
Uber,UberXL,Financial District,Fenway,31.5,4.4
Uber,UberPool,North Station,North End,7.5,1.03
Uber,Black,Beacon Hill,Haymarket Square,15.0,0.91
Uber,WAV,Beacon Hill,Boston University,10.5,2.8
Uber,UberX,Boston University,Beacon Hill,9.0,2.27
Uber,UberXL,Fenway,Back Bay,11.5,1.34
Uber,UberX,Northeastern University,Beacon Hill,8.0,1.92
Uber,Black,Financial District,Haymarket Square,16.0,0.99
Lyft,Lux Black,Financial District,Boston University,34.0,4.48
Lyft,Lux Black,North End,North Station,16.5,1.05
Lyft,Lux,Fenway,Theatre District,22.5,3.02
Lyft,Lyft,North Station,Boston University,13.5,3.43
Uber,WAV,Financial District,South Station,7.0,0.63
Uber,Black SUV,Back Bay,Boston University,26.5,1.56
Lyft,Lux Black,Theatre District,South Station,16.5,1.2
Lyft,Lyft,Northeastern University,West End,10.5,3.03
Uber,UberXL,Beacon Hill,Haymarket Square,15.0,1.36
Uber,UberXL,Fenway,Theatre District,16.5,2.66
Uber,UberXL,Haymarket Square,North Station,9.5,0.56
Uber,WAV,Back Bay,Fenway,7.0,1.5
Lyft,Lux Black XL,North End,Theatre District,30.0,1.73
Lyft,Lux Black XL,Back Bay,Haymarket Square,32.5,2.04
Uber,UberXL,Boston University,Back Bay,12.5,1.41
Lyft,Lux Black XL,Back Bay,Fenway,26.0,1.42
Uber,UberPool,Boston University,Back Bay,7.5,1.41
Lyft,Lux Black XL,North Station,Haymarket Square,27.5,0.52
Uber,WAV,West End,Fenway,13.5,2.72
Lyft,Lyft,West End,North End,7.0,1.27
Uber,UberXL,Fenway,Financial District,21.5,4.48
Uber,UberX,Haymarket Square,Financial District,8.0,1.25
Lyft,Lux Black,Boston University,West End,27.5,2.83
Lyft,Lux Black XL,North End,Financial District,27.5,1.03
Lyft,Lyft,Haymarket Square,Theatre District,9.0,1.72
Lyft,Lux Black XL,South Station,Back Bay,26.0,1.34
Uber,Black,Theatre District,Haymarket Square,15.0,1.16
Lyft,Lux Black,South Station,Back Bay,16.5,1.37
Uber,Black SUV,South Station,Back Bay,33.0,3.45
Uber,WAV,Back Bay,Haymarket Square,10.5,2.3
Uber,Black SUV,Boston University,Back Bay,26.5,1.44
Lyft,Lux Black XL,Northeastern University,Financial District,42.5,4.33
Uber,UberXL,Fenway,Back Bay,14.0,1.34
Lyft,Shared,South Station,North Station,5.0,2.09
Lyft,Lyft,Financial District,Boston University,13.5,4.61
Uber,Black,Financial District,South Station,15.0,0.63
Lyft,Lyft,North Station,South Station,9.0,1.95
Uber,Black SUV,Northeastern University,North Station,32.0,3.3
Uber,WAV,Theatre District,North End,8.5,1.41
Lyft,Lyft XL,West End,Northeastern University,16.5,2.96
Uber,WAV,West End,Boston University,8.5,3.04
Uber,Black SUV,Fenway,Theatre District,31.5,2.66
Lyft,Lux Black XL,Northeastern University,West End,34.0,3.09
Lyft,Lux Black,South Station,North Station,19.5,2.02
Uber,UberPool,Fenway,Financial District,10.0,4.48
Lyft,Lyft XL,Theatre District,North End,16.5,1.54
Uber,UberXL,Financial District,Haymarket Square,14.0,0.99
Uber,UberPool,Haymarket Square,Back Bay,8.5,2.32
Uber,UberXL,Financial District,Northeastern University,29.5,4.55
Lyft,Lux Black,West End,North End,19.5,1.26
Uber,UberXL,North Station,North End,11.5,1.03
Lyft,Lyft XL,North End,Beacon Hill,13.5,1.73
Lyft,Lux Black,Fenway,West End,22.5,3.01
Uber,Black SUV,Fenway,North Station,35.0,3.05
Lyft,Lyft,West End,North End,7.0,1.16
Uber,UberX,Haymarket Square,Back Bay,10.5,2.32
Uber,UberX,Beacon Hill,Haymarket Square,9.5,1.36
Uber,UberPool,South Station,West End,7.5,2.14
Lyft,Lux Black,South Station,Beacon Hill,22.5,2.38
Uber,WAV,Boston University,Beacon Hill,10.5,2.27
Lyft,Lux Black,North End,Back Bay,26.0,3.03
Lyft,Lux,Back Bay,Northeastern University,19.5,1.44
Uber,Black SUV,Northeastern University,North Station,34.0,3.39
Uber,UberXL,Northeastern University,Financial District,22.0,3.3
Lyft,Shared,Beacon Hill,South Station,9.0,2.42
Lyft,Shared,Haymarket Square,Beacon Hill,3.5,1.36
Uber,Black,Boston University,Financial District,35.5,5.56
Lyft,Shared,North End,Theatre District,7.0,1.74
Lyft,Lux Black,North Station,Haymarket Square,16.5,0.54
Lyft,Lux,Northeastern University,Back Bay,16.5,1.08
Lyft,Lux Black XL,Northeastern University,Back Bay,27.5,1.07
Uber,WAV,Beacon Hill,South Station,11.5,2.58
Uber,Black SUV,Theatre District,Boston University,37.0,2.98
Uber,Black,Back Bay,Haymarket Square,22.5,2.04
Lyft,Lux,Back Bay,North End,22.5,2.82
Lyft,Lux Black XL,Theatre District,Haymarket Square,27.5,1.23
Lyft,Lux,Northeastern University,Financial District,19.5,3.45
Uber,WAV,Boston University,Back Bay,7.5,1.39
Uber,UberPool,North End,Back Bay,11.0,2.7
Uber,Black,Boston University,West End,21.5,2.8
Uber,UberXL,Beacon Hill,North End,16.0,1.65
Lyft,Lux Black XL,Beacon Hill,Northeastern University,30.0,2.41
Uber,UberPool,Fenway,Beacon Hill,9.0,2.37
Uber,UberPool,Financial District,Fenway,18.0,4.4
Uber,Black SUV,South Station,Financial District,27.0,0.39
Lyft,Lux Black XL,North End,Theatre District,45.5,1.73
Lyft,Lyft,South Station,Back Bay,10.5,1.35
Uber,Black SUV,Beacon Hill,Fenway,29.5,2.46
Lyft,Lyft,North Station,North End,7.0,0.91
Uber,UberXL,Financial District,Northeastern University,20.5,4.57
Lyft,Shared,Theatre District,Fenway,7.0,2.72
Lyft,Lyft XL,South Station,North Station,13.5,2.11
Uber,WAV,North Station,Boston University,9.5,3.39
Lyft,Lux,West End,Northeastern University,27.5,2.78
Uber,UberX,South Station,North Station,8.5,1.34
Uber,Black SUV,North Station,Northeastern University,34.0,3.2
Lyft,Lyft XL,Financial District,South Station,10.5,0.56
Lyft,Lyft,Fenway,Beacon Hill,9.0,2.33
Uber,WAV,Theatre District,Boston University,10.5,2.98
Lyft,Shared,Fenway,North Station,7.0,3.15
Lyft,Lux,Boston University,West End,19.5,2.9
Uber,WAV,Boston University,Financial District,11.5,4.44
Lyft,Lyft,Theatre District,Boston University,11.0,2.98
Lyft,Lyft XL,North End,North Station,10.5,1.05
Uber,Black SUV,West End,Haymarket Square,26.0,0.68
Uber,Black SUV,North Station,South Station,28.0,2.38
Lyft,Lux,Back Bay,Haymarket Square,16.5,2.36
Uber,Black SUV,Financial District,Haymarket Square,26.5,0.99
Uber,UberXL,North Station,North End,11.5,1.03
Uber,UberPool,North Station,Northeastern University,9.0,3.22
Lyft,Lyft,Boston University,West End,10.5,2.87
Lyft,Lux Black XL,Beacon Hill,North End,32.5,1.69
Lyft,Shared,North End,Theatre District,7.0,1.73
Uber,Black,North End,North Station,15.0,1.08
Lyft,Lux Black,Boston University,Back Bay,19.5,1.46
Uber,UberX,North End,Financial District,7.5,1.21
Uber,UberPool,Boston University,Beacon Hill,10.0,2.33
Uber,Black,Back Bay,Northeastern University,15.0,1.64
Uber,UberXL,Beacon Hill,North End,16.0,2.67
Uber,UberX,Boston University,Financial District,15.0,5.56
Lyft,Lyft XL,Fenway,Financial District,22.5,4.62
Uber,Black,Fenway,North Station,24.0,3.05
Lyft,Lux Black XL,Fenway,West End,38.0,3.36
Lyft,Lux,Financial District,Boston University,26.0,4.53
Lyft,Lyft,West End,Northeastern University,11.0,2.81
Lyft,Lux Black XL,Theatre District,South Station,26.0,1.06
Lyft,Lux Black,North Station,Northeastern University,27.5,3.25
Uber,UberX,Back Bay,Boston University,8.5,1.56
Uber,UberX,Haymarket Square,Financial District,7.0,1.25
Uber,WAV,Boston University,Financial District,12.5,4.44
Lyft,Lyft XL,Back Bay,Fenway,13.5,1.45
Uber,Black,Boston University,Back Bay,16.0,1.41
Lyft,Lux,North End,Beacon Hill,16.5,1.58
Uber,WAV,Haymarket Square,Financial District,13.0,1.25
Lyft,Lux Black,North End,Financial District,16.5,1.1
Uber,UberX,Fenway,Back Bay,8.0,1.34
Uber,UberX,North End,Financial District,7.0,1.21
Lyft,Lux,South Station,West End,16.5,1.74
Uber,UberPool,South Station,Beacon Hill,9.0,2.48
Lyft,Lyft XL,North Station,North End,11.0,1.01
Lyft,Lux Black XL,Boston University,Financial District,45.5,5.27
Uber,Black,Haymarket Square,Financial District,16.0,1.25
Lyft,Shared,North Station,North End,5.0,0.99
Lyft,Lyft XL,Financial District,Haymarket Square,11.0,1.0
Lyft,Lux Black XL,Beacon Hill,Northeastern University,32.5,2.35
Lyft,Lyft,West End,South Station,9.0,2.2
Lyft,Shared,Fenway,Financial District,5.0,4.54
Lyft,Lyft,Theatre District,North End,9.0,1.53
Uber,UberX,West End,Northeastern University,8.5,2.86
Lyft,Lux,North Station,Haymarket Square,10.5,0.57
Uber,UberX,North End,Financial District,8.0,1.21
Uber,UberXL,Haymarket Square,Beacon Hill,13.0,1.35
Uber,Black,Boston University,Back Bay,17.0,1.44
Lyft,Lux Black XL,South Station,Back Bay,27.5,1.32
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,26.0,1.37
Uber,Black,Beacon Hill,Northeastern University,19.0,2.59
Uber,UberPool,Northeastern University,West End,11.0,3.08
Uber,Black,North Station,North End,16.0,0.92
Lyft,Lyft XL,Beacon Hill,Boston University,16.5,2.66
Uber,Black SUV,North End,North Station,27.0,1.9
Lyft,Shared,North End,Theatre District,3.0,1.71
Uber,UberXL,North Station,Fenway,16.0,3.07
Uber,UberPool,West End,South Station,16.0,2.82
Lyft,Shared,South Station,North Station,3.0,2.08
Lyft,Lyft,Beacon Hill,Northeastern University,9.0,2.44
Uber,WAV,Beacon Hill,Boston University,10.5,2.79
Lyft,Lyft,Boston University,North Station,11.0,3.18
Lyft,Shared,Fenway,Financial District,10.5,4.48
Uber,UberX,Back Bay,Haymarket Square,9.5,2.04
Uber,Black,Back Bay,South Station,26.5,3.53
Lyft,Lux,Haymarket Square,West End,10.5,0.76
Uber,UberX,Theatre District,Fenway,12.5,2.66
Uber,Black,Back Bay,Haymarket Square,20.5,2.3
Lyft,Lyft,Haymarket Square,West End,7.0,0.69
Uber,WAV,Northeastern University,North Station,9.5,3.3
Uber,Black,Boston University,Beacon Hill,19.5,2.27
Uber,Black SUV,Fenway,Beacon Hill,30.5,2.37
Lyft,Lux Black XL,Financial District,Boston University,42.5,4.37
Uber,UberX,North End,West End,7.5,1.23
Lyft,Lux,West End,Fenway,19.5,2.82
Uber,UberX,North End,Financial District,7.5,1.21
Lyft,Lux,North End,Theatre District,13.5,1.72
Lyft,Lux Black XL,Back Bay,Fenway,27.5,1.55
Uber,UberX,Beacon Hill,North End,8.0,1.65
Lyft,Lyft XL,North End,Beacon Hill,10.5,1.48
Lyft,Lux,Back Bay,South Station,22.5,2.64
Lyft,Lyft XL,North Station,Fenway,16.5,3.22
Lyft,Lux,South Station,Theatre District,11.0,0.62
Lyft,Lux,South Station,Beacon Hill,13.5,1.53
Lyft,Lux Black,Northeastern University,Theatre District,27.5,2.92
Uber,Black SUV,North Station,Boston University,34.0,3.39
Uber,Black,Back Bay,South Station,23.0,3.44
Lyft,Shared,Haymarket Square,Back Bay,7.0,2.3
Lyft,Lyft XL,Fenway,Beacon Hill,13.5,2.38
Lyft,Lux Black XL,South Station,West End,27.5,1.76
Lyft,Lux Black XL,South Station,Theatre District,27.5,0.59
Uber,UberXL,Back Bay,Northeastern University,14.0,1.64
Lyft,Lyft XL,Fenway,North Station,16.5,3.2
Uber,Black,Haymarket Square,Financial District,17.0,1.25
Lyft,Lyft XL,North End,North Station,10.5,1.06
Lyft,Lux Black,Back Bay,South Station,22.5,2.01
Uber,UberX,Fenway,Theatre District,10.0,2.66
Lyft,Lyft XL,Haymarket Square,Beacon Hill,13.5,1.36
Uber,WAV,Boston University,Beacon Hill,15.0,2.33
Uber,Black,Beacon Hill,North End,15.0,1.07
Lyft,Lyft XL,Back Bay,Fenway,22.5,1.42
Lyft,Lyft,Fenway,Financial District,13.5,4.62
Uber,Black,West End,North End,15.0,1.42
Uber,Black,North End,Theatre District,17.5,1.57
Uber,UberX,Northeastern University,North Station,9.5,3.3
Lyft,Lux,Financial District,Haymarket Square,11.0,1.07
Lyft,Lyft,Haymarket Square,North Station,7.0,0.74
Uber,WAV,Financial District,Haymarket Square,7.0,0.99
Lyft,Lyft,North End,Back Bay,10.5,3.0
Lyft,Shared,Theatre District,Haymarket Square,5.0,1.25
Uber,Black,North End,West End,16.0,1.0
Lyft,Shared,South Station,Back Bay,7.0,1.35
Lyft,Lyft,Fenway,Back Bay,13.5,1.44
Uber,UberXL,Beacon Hill,Fenway,16.0,2.46
Uber,UberXL,North End,Beacon Hill,13.0,2.19
Uber,WAV,Fenway,Beacon Hill,8.5,2.32
Lyft,Shared,West End,Northeastern University,7.0,2.82
Uber,UberPool,Financial District,South Station,4.5,0.63
Uber,UberPool,Fenway,North Station,8.5,3.05
Lyft,Lux Black,Beacon Hill,Fenway,22.5,2.44
Uber,Black SUV,Haymarket Square,West End,26.5,0.72
Uber,UberXL,Fenway,Financial District,21.5,4.48
Lyft,Lux Black XL,North Station,Fenway,65.0,3.23
Lyft,Shared,Theatre District,South Station,5.0,1.22
